Year,Return
2004,7.403104127093392
2005,28.604097229589737
2006,9.13479389923801
2007,0.5063180529444735
2008,-38.72767974336013
2009,30.842290434108495
2010,21.46605190621924
2011,-4.708090833869575
2012,14.237187663848388
2013,17.377572462125162
2014,18.391470342745116
2015,9.101894888488648
2016,11.539939119785561
2017,8.965147896874265
2018,-5.282146636824405
2019,28.957120606366715
2020,6.209582871555004
2021,28.2749264673585
2022,-13.002160877506846
2023,17.76171871754539
